(58, 36982, 39, 9, 9, 44, 8, 8, 46, 28, 27, 58, 6, 6, 63, 16, 16, 84, 11, 11, 0, 7, 5, 1, 5, 2, 2, 4, 3, 3, 5, 3, 4, 4, 2)
(58, 36982, 39, 19, 19, 44, 17, 17, 46, 33, 31, 58, 8, 8, 63, 16, 16, 84, 20, 20, 0, 9, 5, 1, 7, 3, 2, 8, 5, 3, 10, 6, 4, 7, 3)
(58, 36982, 58, 15, 15, 63, 18, 18, 84, 20, 20, 0, 15, 7, 1, 13, 6, 2, 14, 11, 3, 15, 6, 4, 10, 6, 39, 30, 30, 44, 23, 23, 46, 40, 36)
(58, 36982, 39, 40, 40, 44, 32, 32, 46, 47, 43, 58, 15, 15, 63, 21, 21, 84, 28, 28, 0, 20, 8, 1, 14, 7, 2, 16, 11, 3, 17, 7, 4, 13, 8)
(58, 36982, 63, 21, 21, 84, 29, 29, 0, 23, 9, 1, 18, 8, 2, 18, 12, 3, 18, 7, 4, 17, 10, 39, 51, 51, 44, 43, 43, 46, 56, 52, 58, 23, 23)
(58, 36982, 84, 35, 35, 0, 28, 11, 1, 21, 9, 2, 22, 15, 3, 23, 9, 4, 19, 12, 39, 62, 62, 44, 51, 51, 46, 64, 60, 58, 25, 25, 63, 24, 24)
(58, 36982, 39, 73, 73, 44, 61, 61, 46, 70, 66, 58, 29, 29, 63, 24, 24, 84, 38, 38, 0, 37, 14, 1, 27, 13, 2, 27, 16, 3, 29, 12, 4, 26, 18)
(58, 36982, 63, 27, 27, 84, 44, 44, 0, 47, 16, 1, 32, 14, 2, 30, 18, 3, 34, 15, 4, 29, 20, 39, 85, 85, 44, 71, 71, 46, 74, 70, 58, 32, 32)
(58, 36982, 58, 35, 35, 63, 27, 27, 84, 47, 47, 0, 52, 18, 1, 41, 21, 2, 40, 24, 3, 43, 20, 4, 32, 20, 39, 96, 96, 44, 79, 79, 46, 78, 74)
(58, 36982, 0, 59, 19, 1, 47, 23, 2, 45, 25, 3, 45, 22, 4, 36, 23, 39, 105, 105, 44, 85, 85, 46, 82, 78, 58, 39, 39, 63, 29, 29, 84, 51, 51)
(58, 36982, 39, 114, 114, 44, 93, 93, 46, 85, 81, 58, 39, 39, 63, 29, 29, 84, 57, 57, 0, 65, 21, 1, 54, 26, 2, 49, 27, 3, 48, 24, 4, 41, 27)
(58, 36982, 44, 102, 102, 46, 91, 87, 58, 46, 46, 63, 30, 30, 84, 57, 57, 0, 71, 21, 1, 56, 28, 2, 52, 27, 3, 51, 26, 4, 46, 31, 39, 124, 124)
(58, 36982, 63, 31, 31, 84, 65, 65, 0, 76, 22, 1, 58, 28, 2, 55, 29, 3, 54, 29, 4, 48, 32, 39, 133, 133, 44, 110, 110, 46, 96, 92, 58, 46, 46)
(58, 36982, 39, 142, 142, 44, 119, 119, 46, 104, 98, 58, 53, 53, 63, 32, 32, 84, 67, 67, 0, 80, 23, 1, 61, 28, 2, 56, 30, 3, 58, 32, 4, 51, 34)
(58, 36982, 46, 109, 102, 58, 58, 58, 63, 35, 35, 84, 70, 70, 0, 86, 23, 1, 63, 30, 2, 61, 32, 3, 60, 33, 4, 54, 36, 39, 152, 152, 44, 127, 127)
(58, 36982, 0, 90, 23, 1, 66, 32, 2, 63, 33, 3, 64, 36, 4, 57, 38, 39, 161, 161, 44, 135, 135, 46, 116, 106, 58, 62, 62, 63, 36, 36, 84, 76, 76)
(58, 36982, 63, 40, 40, 84, 76, 76, 0, 98, 25, 1, 70, 34, 2, 68, 36, 3, 72, 43, 4, 60, 41, 39, 171, 171, 44, 143, 143, 46, 117, 106, 58, 68, 68)
(58, 36982, 63, 40, 40, 84, 85, 85, 0, 103, 28, 1, 76, 37, 2, 71, 38, 3, 78, 45, 4, 64, 42, 39, 182, 182, 44, 152, 152, 46, 123, 111, 58, 69, 69)
(58, 36982, 46, 129, 117, 58, 77, 77, 63, 40, 40, 84, 85, 85, 0, 109, 29, 1, 80, 38, 2, 73, 40, 3, 84, 48, 4, 71, 47, 39, 193, 193, 44, 162, 162)
(58, 36982, 39, 201, 201, 44, 167, 167, 46, 130, 118, 58, 78, 78, 63, 42, 42, 84, 92, 92, 0, 117, 31, 1, 84, 41, 2, 79, 43, 3, 88, 50, 4, 74, 49)
(58, 36982, 63, 44, 44, 84, 94, 94, 0, 123, 34, 1, 91, 44, 2, 85, 44, 3, 91, 51, 4, 78, 53, 39, 212, 212, 44, 177, 177, 46, 135, 121, 58, 83, 83)
(58, 36982, 63, 46, 46, 84, 98, 98, 0, 130, 34, 1, 94, 47, 2, 91, 49, 3, 94, 54, 4, 80, 55, 39, 222, 222, 44, 186, 186, 46, 136, 122, 58, 86, 86)
(58, 36982, 0, 135, 37, 1, 100, 50, 2, 98, 52, 3, 97, 55, 4, 83, 57, 39, 233, 233, 44, 196, 196, 46, 143, 129, 58, 89, 89, 63, 46, 46, 84, 103, 103)
(58, 36982, 44, 204, 204, 46, 147, 133, 58, 95, 95, 63, 48, 48, 84, 106, 106, 0, 142, 37, 1, 105, 52, 2, 102, 56, 3, 101, 58, 4, 88, 62, 39, 244, 244)
(58, 36982, 58, 95, 95, 63, 48, 48, 84, 113, 113, 0, 149, 38, 1, 111, 55, 2, 106, 57, 3, 105, 61, 4, 94, 65, 39, 254, 254, 44, 212, 212, 46, 154, 140)
(58, 36982, 39, 264, 264, 44, 222, 222, 46, 158, 144, 58, 100, 100, 63, 50, 50, 84, 114, 114, 0, 157, 41, 1, 116, 56, 2, 107, 58, 3, 111, 66, 4, 99, 67)
(58, 36982, 39, 275, 275, 44, 230, 230, 46, 163, 148, 58, 102, 102, 63, 50, 50, 84, 123, 123, 0, 164, 42, 1, 122, 60, 2, 115, 62, 3, 117, 69, 4, 101, 68)
(58, 36982, 39, 286, 286, 44, 240, 240, 46, 171, 156, 58, 108, 108, 63, 53, 53, 84, 123, 123, 0, 170, 45, 1, 130, 61, 2, 117, 63, 3, 119, 70, 4, 105, 71)
(58, 36982, 39, 297, 297, 44, 250, 250, 46, 177, 160, 58, 110, 110, 63, 53, 53, 84, 133, 133, 0, 176, 48, 1, 134, 63, 2, 121, 63, 3, 123, 73, 4, 110, 76)
(58, 36982, 63, 54, 54, 84, 133, 133, 0, 181, 48, 1, 139, 65, 2, 125, 65, 3, 126, 75, 4, 113, 77, 39, 308, 308, 44, 261, 261, 46, 184, 167, 58, 117, 117)
(58, 36982, 39, 318, 318, 44, 269, 269, 46, 187, 170, 58, 117, 117, 63, 56, 56, 84, 141, 141, 0, 187, 50, 1, 146, 69, 2, 133, 69, 3, 132, 78, 4, 115, 78)
(58, 36982, 39, 328, 328, 44, 279, 279, 46, 194, 173, 58, 124, 124, 63, 59, 59, 84, 142, 142, 0, 192, 53, 1, 151, 73, 2, 137, 71, 3, 135, 79, 4, 115, 78)
(58, 36982, 46, 196, 174, 58, 127, 127, 63, 61, 61, 84, 148, 148, 0, 201, 56, 1, 158, 76, 2, 140, 73, 3, 140, 84, 4, 118, 80, 39, 340, 340, 44, 287, 287)
(58, 36982, 46, 201, 179, 58, 132, 132, 63, 61, 61, 84, 151, 151, 0, 207, 60, 1, 165, 78, 2, 145, 77, 3, 145, 86, 4, 123, 84, 39, 351, 351, 44, 295, 295)
(58, 36982, 39, 361, 361, 44, 305, 305, 46, 205, 183, 58, 136, 136, 63, 65, 65, 84, 156, 156, 0, 213, 63, 1, 170, 80, 2, 151, 81, 3, 148, 86, 4, 123, 84)
(58, 36982, 46, 210, 188, 58, 139, 139, 63, 65, 65, 84, 160, 160, 0, 216, 64, 1, 174, 83, 2, 158, 85, 3, 154, 88, 4, 129, 87, 39, 373, 373, 44, 317, 317)
(58, 36982, 39, 382, 382, 44, 323, 323, 46, 214, 191, 58, 144, 144, 63, 68, 68, 84, 164, 164, 0, 222, 65, 1, 180, 87, 2, 162, 86, 3, 156, 89, 4, 133, 90)
(58, 36982, 63, 68, 68, 84, 171, 171, 0, 227, 67, 1, 185, 91, 2, 168, 89, 3, 160, 91, 4, 138, 92, 39, 392, 392, 44, 331, 331, 46, 218, 195, 58, 145, 145)
(58, 36982, 58, 153, 153, 63, 71, 71, 84, 171, 171, 0, 234, 69, 1, 189, 95, 2, 174, 91, 3, 162, 92, 4, 141, 94, 39, 402, 402, 44, 338, 338, 46, 224, 199)
(58, 36982, 39, 412, 412, 44, 346, 346, 46, 229, 203, 58, 155, 155, 63, 72, 72, 84, 181, 181, 0, 239, 69, 1, 192, 95, 2, 176, 92, 3, 166, 95, 4, 147, 98)
(58, 36982, 46, 234, 208, 58, 161, 160, 63, 73, 73, 84, 181, 181, 0, 245, 70, 1, 197, 98, 2, 181, 97, 3, 173, 101, 4, 151, 99, 39, 424, 424, 44, 358, 358)
(58, 36982, 58, 161, 160, 63, 75, 75, 84, 189, 189, 0, 251, 71, 1, 202, 99, 2, 184, 100, 3, 177, 102, 4, 154, 101, 39, 434, 434, 44, 367, 367, 46, 239, 213)
(58, 36982, 63, 75, 75, 84, 191, 191, 0, 255, 72, 1, 206, 100, 2, 188, 103, 3, 181, 102, 4, 155, 102, 39, 444, 444, 44, 376, 376, 46, 247, 221, 58, 166, 165)
(58, 36982, 84, 196, 196, 0, 262, 75, 1, 210, 100, 2, 191, 104, 3, 186, 106, 4, 157, 104, 39, 454, 454, 44, 386, 386, 46, 252, 226, 58, 168, 167, 63, 79, 79)
(58, 36982, 63, 79, 79, 84, 200, 199, 0, 267, 75, 1, 215, 104, 2, 197, 109, 3, 192, 111, 4, 161, 105, 39, 465, 465, 44, 395, 395, 46, 259, 232, 58, 172, 171)
(58, 36982, 39, 476, 476, 44, 403, 403, 46, 264, 237, 58, 178, 177, 63, 83, 83, 84, 204, 203, 0, 273, 75, 1, 219, 106, 2, 200, 111, 3, 199, 116, 4, 164, 107)
(58, 36982, 46, 268, 240, 58, 179, 178, 63, 83, 83, 84, 209, 208, 0, 278, 77, 1, 226, 110, 2, 206, 113, 3, 205, 119, 4, 169, 110, 39, 486, 486, 44, 411, 411)
(58, 36982, 46, 272, 244, 58, 185, 184, 63, 85, 85, 84, 209, 208, 0, 285, 78, 1, 232, 113, 2, 212, 117, 3, 210, 122, 4, 173, 113, 39, 496, 496, 44, 417, 417)
(58, 36982, 39, 505, 505, 44, 424, 424, 46, 275, 247, 58, 185, 184, 63, 85, 85, 84, 218, 217, 0, 291, 79, 1, 236, 116, 2, 217, 120, 3, 215, 124, 4, 178, 116)
(58, 36982, 84, 218, 217, 0, 299, 81, 1, 242, 119, 2, 223, 126, 3, 221, 126, 4, 180, 117, 39, 516, 516, 44, 434, 434, 46, 280, 252, 58, 192, 191, 63, 85, 85)
(58, 36982, 63, 87, 87, 84, 226, 224, 0, 306, 82, 1, 245, 122, 2, 226, 128, 3, 225, 128, 4, 183, 120, 39, 527, 527, 44, 444, 444, 46, 286, 258, 58, 193, 192)
(58, 36982, 63, 88, 88, 84, 227, 225, 0, 313, 82, 1, 248, 123, 2, 234, 133, 3, 232, 132, 4, 189, 123, 39, 538, 538, 44, 453, 453, 46, 293, 264, 58, 199, 198)
(58, 36982, 0, 323, 83, 1, 255, 126, 2, 235, 134, 3, 236, 136, 4, 194, 127, 39, 549, 549, 44, 462, 462, 46, 296, 267, 58, 200, 199, 63, 90, 90, 84, 235, 233)
(58, 36982, 63, 90, 90, 84, 237, 235, 0, 331, 87, 1, 262, 131, 2, 243, 137, 3, 242, 141, 4, 198, 129, 39, 560, 560, 44, 470, 470, 46, 301, 272, 58, 203, 202)
(58, 36982, 39, 569, 569, 44, 477, 477, 46, 304, 274, 58, 206, 205, 63, 93, 93, 84, 242, 240, 0, 337, 88, 1, 270, 135, 2, 247, 140, 3, 245, 143, 4, 199, 130)
(58, 36982, 44, 484, 484, 46, 307, 277, 58, 207, 206, 63, 93, 93, 84, 247, 245, 0, 342, 89, 1, 278, 140, 2, 253, 143, 3, 250, 146, 4, 202, 132, 39, 579, 579)
(58, 36982, 0, 348, 90, 1, 284, 142, 2, 257, 146, 3, 254, 148, 4, 205, 134, 39, 588, 588, 44, 491, 491, 46, 312, 282, 58, 213, 212, 63, 97, 97, 84, 247, 245)
(58, 36982, 39, 599, 599, 44, 500, 500, 46, 317, 285, 58, 215, 214, 63, 97, 97, 84, 256, 254, 0, 354, 93, 1, 288, 143, 2, 263, 149, 3, 261, 152, 4, 210, 137)
(58, 36982, 46, 322, 289, 58, 222, 221, 63, 100, 100, 84, 256, 254, 0, 363, 95, 1, 294, 146, 2, 264, 150, 3, 265, 155, 4, 213, 140, 39, 611, 611, 44, 512, 512)
(58, 36982, 46, 326, 293, 58, 222, 221, 63, 101, 101, 84, 265, 263, 0, 370, 97, 1, 299, 148, 2, 268, 152, 3, 270, 158, 4, 217, 143, 39, 621, 621, 44, 519, 519)
(58, 36982, 39, 631, 631, 44, 526, 526, 46, 331, 298, 58, 229, 228, 63, 101, 101, 84, 265, 263, 0, 375, 97, 1, 302, 150, 2, 271, 155, 3, 274, 162, 4, 221, 145)
(58, 36982, 46, 336, 302, 58, 232, 231, 63, 104, 104, 84, 272, 270, 0, 382, 99, 1, 306, 152, 2, 273, 157, 3, 276, 163, 4, 224, 147, 39, 642, 642, 44, 537, 537)
(58, 36982, 39, 652, 652, 44, 546, 546, 46, 341, 306, 58, 237, 236, 63, 105, 105, 84, 274, 272, 0, 387, 103, 1, 312, 155, 2, 280, 158, 3, 281, 166, 4, 230, 152)
(58, 36982, 63, 108, 108, 84, 279, 277, 0, 393, 103, 1, 316, 156, 2, 281, 159, 3, 285, 169, 4, 233, 155, 39, 663, 663, 44, 555, 555, 46, 346, 311, 58, 241, 240)
(58, 36982, 46, 351, 316, 58, 242, 241, 63, 108, 108, 84, 283, 281, 0, 400, 105, 1, 322, 159, 2, 286, 163, 3, 291, 173, 4, 240, 159, 39, 674, 674, 44, 565, 565)
(58, 36982, 0, 404, 106, 1, 327, 161, 2, 288, 165, 3, 293, 174, 4, 240, 159, 39, 683, 683, 44, 573, 573, 46, 356, 321, 58, 248, 247, 63, 111, 111, 84, 286, 284)
(58, 36982, 39, 693, 693, 44, 582, 582, 46, 360, 322, 58, 251, 250, 63, 113, 113, 84, 293, 291, 0, 410, 107, 1, 332, 163, 2, 293, 167, 3, 297, 177, 4, 243, 161)
(58, 36982, 0, 414, 109, 1, 336, 165, 2, 297, 169, 3, 300, 178, 4, 247, 164, 39, 704, 704, 44, 590, 590, 46, 368, 325, 58, 261, 260, 63, 118, 118, 84, 294, 292)
(58, 36982, 39, 715, 715, 44, 601, 601, 46, 373, 330, 58, 262, 261, 63, 118, 118, 84, 303, 301, 0, 418, 109, 1, 338, 166, 2, 300, 171, 3, 305, 181, 4, 253, 167)
(58, 36982, 2, 305, 175, 3, 309, 183, 4, 258, 171, 39, 726, 726, 44, 609, 609, 46, 377, 333, 58, 267, 266, 63, 121, 121, 84, 303, 301, 0, 427, 116, 1, 347, 169)
(58, 36982, 39, 735, 735, 44, 618, 618, 46, 381, 337, 58, 267, 266, 63, 121, 121, 84, 312, 310, 0, 431, 117, 1, 352, 172, 2, 307, 177, 3, 312, 184, 4, 259, 171)
(58, 36982, 39, 744, 744, 44, 626, 626, 46, 389, 345, 58, 271, 270, 63, 121, 121, 84, 313, 311, 0, 436, 117, 1, 353, 172, 2, 309, 179, 3, 316, 186, 4, 262, 172)
