[2, 0, 0, 0, 196, 3, 7, 0, 20, 201, 137, 103]
[4, 0, 0, 0, 80, 5, 7, 0, 16, 201, 137, 103]
[0, 0, 0, 0, 85, 5, 1, 0, 15, 201, 153, 121]
[5, 0, 0, 0, 165, 6, 7, 0, 15, 202, 137, 103]
[1, 0, 0, 0, 172, 6, 3, 0, 24, 202, 153, 121]
[2, 0, 0, 0, 211, 7, 1, 0, 18, 202, 153, 121]
[6, 0, 0, 0, 246, 7, 3, 0, 25, 204, 137, 103]
[3, 0, 0, 0, 3, 8, 5, 0, 18, 216, 153, 121]
[8, 0, 0, 0, 77, 9, 5, 0, 14, 204, 137, 103]
[4, 0, 0, 0, 91, 9, 8, 0, 13, 204, 153, 121]
[6, 0, 0, 0, 176, 10, 8, 0, 16, 219, 163, 121]
[5, 0, 0, 0, 180, 10, 1, 0, 26, 219, 153, 121]
[10, 0, 0, 0, 245, 11, 3, 0, 15, 203, 137, 103]
[6, 0, 0, 0, 9, 12, 1, 0, 11, 203, 153, 121]
[7, 0, 0, 0, 11, 12, 3, 0, 13, 203, 153, 121]
[8, 0, 0, 0, 98, 13, 5, 0, 23, 203, 153, 121]
[10, 0, 0, 0, 175, 14, 8, 0, 21, 218, 163, 121]
[9, 0, 0, 0, 185, 14, 7, 0, 11, 218, 153, 121]
[10, 0, 0, 0, 198, 15, 1, 0, 25, 218, 153, 121]
[11, 0, 0, 0, 253, 15, 1, 0, 14, 213, 153, 121]
[12, 0, 0, 0, 14, 16, 7, 0, 20, 213, 153, 121]
[16, 0, 0, 0, 73, 17, 3, 0, 11, 205, 137, 103]
[13, 0, 0, 0, 97, 17, 5, 0, 17, 205, 153, 121]
[17, 0, 0, 0, 162, 18, 7, 0, 23, 204, 137, 103]
[14, 0, 0, 0, 185, 18, 8, 0, 11, 204, 153, 121]
[15, 0, 0, 0, 80, 19, 5, 0, 16, 204, 153, 121]
[18, 0, 0, 0, 245, 19, 5, 0, 15, 202, 137, 103]
[16, 0, 0, 0, 14, 20, 8, 0, 20, 202, 153, 121]
[20, 0, 0, 0, 76, 21, 7, 0, 24, 204, 137, 103]
[17, 0, 0, 0, 103, 21, 1, 0, 22, 204, 153, 121]
[21, 0, 0, 0, 162, 22, 8, 0, 23, 204, 137, 103]
[18, 0, 0, 0, 190, 22, 3, 0, 20, 204, 153, 121]
[19, 0, 0, 0, 200, 23, 5, 0, 19, 204, 153, 121]
[20, 0, 0, 0, 244, 23, 5, 0, 26, 204, 153, 121]
[21, 0, 0, 0, 21, 24, 5, 0, 15, 204, 153, 121]
[24, 0, 0, 0, 76, 25, 8, 0, 24, 204, 137, 103]
[22, 0, 0, 0, 113, 25, 1, 0, 17, 204, 153, 121]
[23, 0, 0, 0, 191, 26, 5, 0, 21, 204, 153, 121]
[24, 0, 0, 0, 199, 27, 5, 0, 22, 204, 153, 121]
[25, 0, 0, 0, 16, 28, 1, 0, 16, 204, 153, 121]
[28, 0, 0, 0, 83, 29, 5, 0, 18, 200, 137, 103]
[26, 0, 0, 0, 101, 29, 1, 0, 15, 200, 153, 121]
[27, 0, 0, 0, 186, 30, 1, 0, 12, 200, 153, 121]
[28, 0, 0, 0, 88, 31, 5, 0, 19, 200, 153, 121]
[29, 0, 0, 0, 244, 31, 7, 0, 26, 200, 153, 121]
[30, 0, 0, 0, 15, 32, 1, 0, 21, 200, 153, 121]
[32, 0, 0, 0, 85, 33, 8, 0, 15, 203, 137, 103]
[31, 0, 0, 0, 95, 33, 7, 0, 21, 203, 153, 121]
[32, 0, 0, 0, 178, 34, 5, 0, 23, 203, 153, 121]
[33, 0, 0, 0, 215, 35, 1, 0, 22, 203, 153, 121]
[34, 0, 0, 0, 5, 36, 3, 0, 15, 203, 153, 121]
[36, 0, 0, 0, 84, 37, 8, 0, 26, 202, 137, 103]
[35, 0, 0, 0, 94, 37, 7, 0, 20, 202, 153, 121]
[36, 0, 0, 0, 177, 38, 5, 0, 17, 202, 153, 121]
[37, 0, 0, 0, 225, 39, 1, 0, 17, 202, 153, 121]
[38, 0, 0, 0, 236, 39, 1, 0, 24, 202, 153, 121]
[39, 0, 0, 0, 6, 40, 5, 0, 25, 202, 153, 121]
[40, 0, 0, 0, 50, 41, 8, 0, 23, 218, 163, 121]
[40, 0, 0, 0, 94, 41, 8, 0, 20, 218, 153, 121]
[41, 0, 0, 0, 174, 42, 3, 0, 20, 201, 137, 103]
[41, 0, 0, 0, 183, 42, 1, 0, 22, 201, 153, 121]
[42, 0, 0, 0, 235, 43, 1, 0, 13, 201, 153, 121]
[43, 0, 0, 0, 7, 44, 7, 0, 22, 201, 153, 121]
[44, 0, 0, 0, 92, 45, 7, 0, 24, 204, 137, 103]
[44, 0, 0, 0, 97, 45, 1, 0, 17, 204, 153, 121]
[45, 0, 0, 0, 178, 46, 8, 0, 23, 204, 153, 121]
[46, 0, 0, 0, 236, 47, 3, 0, 24, 204, 153, 121]
[47, 0, 0, 0, 11, 48, 1, 0, 13, 204, 153, 121]
[48, 0, 0, 0, 24, 48, 3, 0, 19, 204, 153, 121]
[49, 0, 0, 0, 96, 49, 1, 0, 16, 204, 153, 121]
[50, 0, 0, 0, 181, 50, 1, 0, 15, 204, 153, 121]
[51, 0, 0, 0, 226, 51, 5, 0, 23, 204, 153, 121]
[52, 0, 0, 0, 6, 52, 8, 0, 25, 204, 153, 121]
[53, 0, 0, 0, 91, 53, 8, 0, 13, 204, 153, 121]
[54, 0, 0, 0, 173, 54, 5, 0, 14, 204, 153, 121]
[53, 0, 0, 0, 176, 54, 8, 0, 16, 201, 137, 103]
[55, 0, 0, 0, 232, 55, 1, 0, 19, 201, 153, 121]
[56, 0, 0, 0, 4, 56, 7, 0, 26, 201, 153, 121]
[57, 0, 0, 0, 46, 56, 5, 0, 20, 201, 153, 121]
[56, 0, 0, 0, 85, 57, 3, 0, 15, 202, 137, 103]
[58, 0, 0, 0, 87, 57, 5, 0, 22, 202, 153, 121]
[59, 0, 0, 0, 172, 58, 5, 0, 24, 202, 153, 121]
[57, 0, 0, 0, 174, 58, 7, 0, 20, 201, 137, 103]
[60, 0, 0, 0, 180, 59, 5, 0, 26, 201, 153, 121]
[61, 0, 0, 0, 1, 60, 5, 0, 17, 201, 153, 121]
[58, 0, 0, 0, 3, 60, 7, 0, 18, 200, 137, 103]
[62, 0, 0, 0, 82, 61, 1, 0, 23, 165, 153, 121]
[60, 0, 0, 0, 110, 61, 7, 0, 20, 201, 137, 103]
[63, 0, 0, 0, 167, 62, 1, 0, 22, 201, 153, 121]
[65, 0, 0, 0, 225, 63, 7, 0, 17, 201, 153, 121]
[64, 0, 0, 0, 226, 63, 8, 0, 23, 201, 153, 121]
[62, 0, 0, 0, 254, 63, 3, 0, 20, 201, 137, 103]
[66, 0, 0, 0, 0, 64, 5, 0, 16, 201, 153, 121]
[67, 0, 0, 0, 87, 65, 7, 0, 22, 201, 153, 121]
[64, 0, 0, 0, 206, 65, 5, 0, 20, 201, 137, 103]
[68, 0, 0, 0, 168, 66, 3, 0, 19, 201, 153, 121]
[69, 0, 0, 0, 101, 67, 5, 0, 15, 201, 153, 121]
[66, 0, 0, 0, 247, 67, 8, 0, 22, 202, 137, 103]
[70, 0, 0, 0, 251, 67, 1, 0, 13, 202, 153, 121]
[67, 0, 0, 0, 76, 69, 8, 0, 24, 204, 137, 103]
[71, 0, 0, 0, 80, 69, 1, 0, 16, 204, 153, 121]
[72, 0, 0, 0, 161, 70, 8, 0, 17, 204, 153, 121]
[73, 0, 0, 0, 135, 71, 7, 0, 22, 204, 153, 121]
[74, 0, 0, 0, 221, 71, 5, 0, 14, 204, 153, 121]
[75, 0, 0, 0, 241, 71, 3, 0, 17, 204, 153, 121]
[76, 0, 0, 0, 31, 73, 8, 0, 21, 218, 163, 121]
[71, 0, 0, 0, 63, 73, 7, 0, 21, 201, 137, 103]
[76, 0, 0, 0, 72, 73, 5, 0, 19, 201, 153, 121]
[77, 0, 0, 0, 159, 74, 7, 0, 21, 201, 153, 121]
[78, 0, 0, 0, 194, 75, 1, 0, 23, 201, 153, 121]
[74, 0, 0, 0, 229, 75, 3, 0, 15, 203, 137, 103]
[79, 0, 0, 0, 249, 75, 1, 0, 11, 203, 153, 121]
[76, 0, 0, 0, 56, 77, 1, 0, 19, 201, 137, 103]
[80, 0, 0, 0, 74, 77, 8, 0, 12, 201, 153, 121]
[81, 0, 0, 0, 159, 78, 8, 0, 21, 201, 153, 121]
[82, 0, 0, 0, 83, 79, 1, 0, 18, 201, 153, 121]
[83, 0, 0, 0, 221, 79, 7, 0, 14, 201, 153, 121]
[84, 0, 0, 0, 241, 79, 5, 0, 17, 201, 153, 121]
[85, 0, 0, 0, 72, 81, 7, 0, 19, 201, 153, 121]
[86, 0, 0, 0, 155, 82, 5, 0, 13, 201, 153, 121]
[87, 0, 0, 0, 67, 83, 8, 0, 18, 201, 153, 121]
[82, 0, 0, 0, 220, 83, 7, 0, 24, 204, 137, 103]
[88, 0, 0, 0, 238, 83, 3, 0, 20, 204, 153, 121]
[84, 0, 0, 0, 47, 85, 5, 0, 21, 201, 137, 103]
[89, 0, 0, 0, 69, 85, 5, 0, 15, 201, 153, 121]
[90, 0, 0, 0, 156, 86, 7, 0, 24, 201, 153, 121]
[91, 0, 0, 0, 65, 87, 7, 0, 17, 201, 153, 121]
[92, 0, 0, 0, 219, 87, 7, 0, 13, 201, 153, 121]
[93, 0, 0, 0, 246, 87, 1, 0, 25, 201, 153, 121]
[94, 0, 0, 0, 70, 89, 7, 0, 25, 201, 153, 121]
[89, 0, 0, 0, 131, 90, 5, 0, 18, 200, 137, 103]
[95, 0, 0, 0, 153, 90, 5, 0, 11, 200, 153, 121]
[96, 0, 0, 0, 148, 91, 3, 0, 26, 200, 153, 121]
[90, 0, 0, 0, 216, 91, 5, 0, 19, 201, 137, 103]
[97, 0, 0, 0, 241, 91, 8, 0, 17, 201, 153, 121]
[98, 0, 0, 0, 67, 93, 5, 0, 18, 201, 153, 121]
[93, 0, 0, 0, 126, 94, 1, 0, 20, 201, 137, 103]
[99, 0, 0, 0, 148, 94, 1, 0, 26, 201, 153, 121]
[100, 0, 0, 0, 134, 95, 1, 0, 25, 201, 153, 121]
[94, 0, 0, 0, 211, 95, 1, 0, 18, 200, 137, 103]
[101, 0, 0, 0, 222, 95, 1, 0, 20, 200, 153, 121]
[102, 0, 0, 0, 233, 95, 1, 0, 11, 200, 153, 121]
[96, 0, 0, 0, 42, 97, 3, 0, 12, 205, 137, 103]
[103, 0, 0, 0, 62, 97, 1, 0, 20, 205, 153, 121]
[104, 0, 0, 0, 147, 98, 1, 0, 18, 205, 153, 121]
[105, 0, 0, 0, 144, 99, 1, 0, 16, 205, 153, 121]
[106, 0, 0, 0, 232, 99, 1, 0, 19, 205, 153, 121]
[107, 0, 0, 0, 61, 101, 1, 0, 14, 205, 153, 121]
[108, 0, 0, 0, 150, 102, 5, 0, 25, 205, 153, 121]
[109, 0, 0, 0, 204, 103, 7, 0, 24, 205, 153, 121]
[110, 0, 0, 0, 215, 103, 7, 0, 22, 205, 153, 121]
