(28, 34407, 0, 13, 13, 1, 2, 2, 2, 5, 5, 3, 0, 0, 4, 0, 0)
(28, 34407, 0, 14, 14, 1, 2, 2, 2, 6, 6, 3, 0, 0, 4, 0, 0)
(28, 34407, 0, 16, 16, 1, 2, 2, 2, 7, 7, 3, 0, 0, 4, 0, 0)
(28, 34407, 0, 17, 17, 1, 2, 2, 2, 9, 9, 3, 0, 0, 4, 0, 0)
(28, 34407, 0, 18, 18, 1, 2, 2, 2, 9, 9, 3, 0, 0, 4, 0, 0)
(28, 34407, 0, 20, 20, 1, 2, 2, 2, 10, 9, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 21, 21, 1, 2, 2, 2, 11, 10, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 22, 22, 1, 2, 2, 2, 11, 10, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 24, 24, 1, 2, 2, 2, 12, 11, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 25, 25, 1, 2, 2, 2, 13, 12, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 26, 26, 1, 2, 2, 2, 13, 12, 3, 0, 0, 4, 1, 1)
(28, 34407, 0, 27, 27, 1, 2, 2, 2, 14, 12, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 29, 29, 1, 2, 2, 2, 15, 13, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 30, 30, 1, 2, 2, 2, 15, 13, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 31, 31, 1, 2, 2, 2, 16, 14, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 33, 33, 1, 2, 2, 2, 16, 14, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 34, 34, 1, 2, 2, 2, 17, 15, 3, 1, 1, 4, 1, 1)
(28, 34407, 0, 35, 35, 1, 2, 2, 2, 18, 15, 3, 2, 2, 4, 1, 1)
(28, 34407, 0, 37, 37, 1, 2, 2, 2, 19, 16, 3, 2, 2, 4, 1, 1)
(28, 34407, 0, 38, 38, 1, 2, 2, 2, 19, 16, 3, 2, 2, 4, 1, 1)
(28, 34407, 0, 39, 39, 1, 2, 2, 2, 20, 16, 3, 3, 3, 4, 1, 1)
(28, 34407, 0, 41, 41, 1, 3, 3, 2, 21, 17, 3, 3, 3, 4, 1, 1)
(28, 34407, 4, 1, 1, 0, 42, 42, 1, 3, 3, 2, 22, 17, 3, 3, 3)
(28, 34407, 0, 43, 43, 1, 4, 4, 2, 22, 17, 3, 3, 3, 4, 2, 2)
(28, 34407, 0, 44, 44, 1, 5, 5, 2, 24, 18, 3, 3, 3, 4, 3, 3)
