(43, 5729, 21, 11, 11, 39, 8, 8, 0, 0, 0, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 19, 19)
(43, 5729, 16, 29, 28, 21, 16, 16, 39, 12, 12, 0, 0, 0, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0)
(43, 5729, 39, 17, 17, 0, 0, 0, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 38, 37, 21, 21, 21)
(43, 5729, 39, 18, 18, 0, 0, 0, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 48, 47, 21, 31, 30)
(43, 5729, 39, 26, 26, 0, 0, 0, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 58, 57, 21, 32, 31)
(43, 5729, 21, 42, 41, 39, 26, 26, 0, 3, 3, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 68, 67)
(43, 5729, 39, 32, 32, 0, 7, 7, 1, 1, 1, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 77, 75, 21, 46, 45)
(43, 5729, 39, 34, 34, 0, 10, 10, 1, 2, 2, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 86, 84, 21, 52, 51)
(43, 5729, 21, 60, 59, 39, 36, 36, 0, 14, 14, 1, 2, 2, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 97, 95)
(43, 5729, 39, 43, 43, 0, 18, 18, 1, 2, 2, 2, 0, 0, 3, 0, 0, 4, 0, 0, 16, 108, 105, 21, 65, 64)
(43, 5729, 39, 44, 44, 0, 21, 21, 1, 2, 2, 2, 0, 0, 3, 1, 1, 4, 0, 0, 16, 118, 115, 21, 74, 73)
(43, 5729, 39, 51, 51, 0, 25, 25, 1, 3, 3, 2, 0, 0, 3, 1, 1, 4, 0, 0, 16, 129, 126, 21, 77, 76)
(43, 5729, 39, 51, 51, 0, 27, 27, 1, 3, 3, 2, 0, 0, 3, 1, 1, 4, 0, 0, 16, 138, 135, 21, 86, 85)
(43, 5729, 39, 59, 58, 0, 31, 31, 1, 4, 4, 2, 0, 0, 3, 1, 1, 4, 0, 0, 16, 148, 145, 21, 89, 88)
(43, 5729, 39, 59, 58, 0, 34, 34, 1, 4, 4, 2, 0, 0, 3, 1, 1, 4, 0, 0, 16, 157, 154, 21, 97, 96)
(43, 5729, 16, 167, 164, 21, 103, 102, 39, 63, 62, 0, 38, 38, 1, 4, 4, 2, 0, 0, 3, 2, 2, 4, 0, 0)
(43, 5729, 39, 67, 66, 0, 41, 41, 1, 4, 4, 2, 0, 0, 3, 2, 2, 4, 0, 0, 16, 177, 174, 21, 108, 107)
(43, 5729, 39, 68, 67, 0, 46, 46, 1, 4, 4, 2, 0, 0, 3, 2, 2, 4, 0, 0, 16, 188, 185, 21, 118, 117)
(43, 5729, 39, 75, 74, 0, 50, 50, 1, 4, 4, 2, 0, 0, 3, 2, 2, 4, 0, 0, 16, 199, 196, 21, 121, 120)
(43, 5729, 39, 76, 75, 0, 52, 52, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 208, 204, 21, 130, 129)
(43, 5729, 21, 132, 131, 39, 84, 83, 0, 57, 57, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 219, 215)
(43, 5729, 16, 227, 223, 21, 140, 139, 39, 84, 83, 0, 61, 61, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0)
(43, 5729, 39, 88, 87, 0, 64, 64, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 237, 233, 21, 146, 145)
(43, 5729, 21, 153, 152, 39, 92, 91, 0, 69, 69, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 249, 245)
(43, 5729, 39, 96, 95, 0, 73, 73, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 260, 256, 21, 160, 159)
(43, 5729, 39, 100, 99, 0, 77, 77, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 269, 265, 21, 164, 163)
(43, 5729, 39, 101, 100, 0, 81, 81, 1, 4, 4, 2, 0, 0, 3, 3, 3, 4, 0, 0, 16, 280, 276, 21, 174, 173)
(43, 5729, 21, 177, 176, 39, 108, 107, 0, 84, 84, 1, 5, 5, 2, 0, 0, 3, 3, 3, 4, 1, 1, 16, 291, 287)
(43, 5729, 39, 108, 107, 0, 88, 88, 1, 5, 5, 2, 0, 0, 3, 3, 3, 4, 1, 1, 16, 302, 298, 21, 188, 187)
(43, 5729, 21, 189, 188, 39, 116, 115, 0, 92, 92, 1, 5, 5, 2, 0, 0, 3, 3, 3, 4, 1, 1, 16, 312, 308)
(43, 5729, 39, 116, 115, 0, 95, 95, 1, 5, 5, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 323, 319, 21, 200, 199)
(43, 5729, 21, 204, 203, 39, 124, 123, 0, 99, 99, 1, 6, 6, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 335, 330)
(43, 5729, 39, 124, 123, 0, 102, 102, 1, 7, 7, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 345, 340, 21, 214, 213)
(43, 5729, 39, 132, 131, 0, 104, 104, 1, 8, 8, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 356, 351, 21, 218, 216)
(43, 5729, 39, 133, 132, 0, 109, 109, 1, 8, 8, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 367, 362, 21, 227, 225)
(43, 5729, 21, 232, 230, 39, 138, 137, 0, 113, 113, 1, 8, 8, 2, 0, 0, 3, 3, 3, 4, 2, 2, 16, 378, 373)
