[0, 0, 0, 0, 86, 1, 1, 0, 25, 0, 137, 103]
[1, 0, 0, 0, 174, 2, 4, 0, 20, 173, 137, 103]
[2, 0, 0, 0, 196, 3, 7, 0, 26, 173, 137, 103]
[3, 0, 0, 0, 255, 3, 0, 0, 21, 173, 137, 103]
[4, 0, 0, 0, 80, 5, 7, 0, 16, 173, 137, 103]
[0, 0, 0, 0, 85, 5, 1, 0, 15, 204, 153, 121]
[0, 0, 0, 0, 86, 5, 2, 0, 25, 193, 163, 121]
[5, 0, 0, 0, 165, 6, 7, 0, 15, 193, 137, 103]
[1, 0, 0, 0, 172, 6, 3, 0, 24, 204, 153, 121]
[1, 0, 0, 0, 173, 6, 4, 0, 14, 206, 163, 121]
[6, 0, 0, 0, 246, 7, 3, 0, 25, 206, 137, 103]
[3, 0, 0, 0, 251, 7, 8, 0, 13, 204, 163, 121]
[4, 0, 0, 0, 2, 8, 4, 0, 23, 198, 163, 121]
[3, 0, 0, 0, 3, 8, 5, 0, 18, 201, 153, 121]
[7, 0, 0, 0, 37, 8, 6, 0, 15, 201, 137, 103]
[8, 0, 0, 0, 77, 9, 5, 0, 14, 201, 137, 103]
[5, 0, 0, 0, 89, 9, 6, 0, 11, 204, 163, 121]
[4, 0, 0, 0, 91, 9, 8, 0, 13, 206, 153, 121]
[9, 0, 0, 0, 157, 10, 0, 0, 14, 206, 137, 103]
[6, 0, 0, 0, 176, 10, 8, 0, 16, 206, 163, 121]
[5, 0, 0, 0, 180, 10, 1, 0, 26, 204, 153, 121]
[10, 0, 0, 0, 245, 11, 3, 0, 15, 204, 137, 103]
[8, 0, 0, 0, 3, 12, 6, 0, 18, 206, 163, 121]
[7, 0, 0, 0, 11, 12, 3, 0, 13, 206, 153, 121]
[11, 0, 0, 0, 107, 12, 0, 0, 13, 206, 137, 103]
[12, 0, 0, 0, 77, 13, 6, 0, 14, 206, 137, 103]
[9, 0, 0, 0, 86, 13, 4, 0, 25, 192, 163, 121]
[8, 0, 0, 0, 98, 13, 5, 0, 23, 204, 153, 121]
[13, 0, 0, 0, 162, 14, 6, 0, 23, 204, 137, 103]
[10, 0, 0, 0, 175, 14, 8, 0, 21, 202, 163, 121]
[9, 0, 0, 0, 185, 14, 7, 0, 11, 207, 153, 121]
[14, 0, 0, 0, 249, 15, 8, 0, 11, 207, 137, 103]
[12, 0, 0, 0, 14, 16, 7, 0, 20, 201, 153, 121]
[15, 0, 0, 0, 19, 16, 1, 0, 18, 201, 137, 103]
[16, 0, 0, 0, 73, 17, 3, 0, 11, 201, 137, 103]
[13, 0, 0, 0, 81, 17, 0, 0, 17, 206, 163, 121]
[13, 0, 0, 0, 97, 17, 5, 0, 17, 201, 153, 121]
[17, 0, 0, 0, 162, 18, 7, 0, 23, 201, 137, 103]
[14, 0, 0, 0, 166, 18, 0, 0, 25, 192, 163, 121]
[14, 0, 0, 0, 185, 18, 8, 0, 11, 207, 153, 121]
[18, 0, 0, 0, 245, 19, 5, 0, 15, 207, 137, 103]
[16, 0, 0, 0, 246, 19, 6, 0, 25, 192, 163, 121]
[16, 0, 0, 0, 14, 20, 8, 0, 20, 201, 153, 121]
[19, 0, 0, 0, 134, 20, 7, 0, 25, 201, 137, 103]
[17, 0, 0, 0, 75, 21, 6, 0, 13, 204, 163, 121]
[20, 0, 0, 0, 76, 21, 7, 0, 24, 201, 137, 103]
[17, 0, 0, 0, 103, 21, 1, 0, 22, 204, 153, 121]
[18, 0, 0, 0, 158, 22, 4, 0, 20, 204, 163, 121]
[21, 0, 0, 0, 162, 22, 8, 0, 23, 204, 137, 103]
[18, 0, 0, 0, 190, 22, 3, 0, 20, 201, 153, 121]
[20, 0, 0, 0, 239, 23, 0, 0, 21, 202, 163, 121]
[20, 0, 0, 0, 244, 23, 5, 0, 26, 204, 153, 121]
[22, 0, 0, 0, 250, 23, 0, 0, 12, 204, 137, 103]
[21, 0, 0, 0, 0, 24, 6, 0, 16, 206, 163, 121]
[21, 0, 0, 0, 21, 24, 5, 0, 15, 204, 153, 121]
[23, 0, 0, 0, 74, 24, 3, 0, 12, 204, 137, 103]
[22, 0, 0, 0, 72, 25, 4, 0, 19, 204, 163, 121]
[24, 0, 0, 0, 76, 25, 8, 0, 24, 204, 137, 103]
[22, 0, 0, 0, 113, 25, 1, 0, 17, 201, 153, 121]
[23, 0, 0, 0, 153, 26, 0, 0, 11, 204, 163, 121]
[25, 0, 0, 0, 164, 26, 0, 0, 26, 204, 137, 103]
[23, 0, 0, 0, 191, 26, 5, 0, 21, 203, 153, 121]
[25, 0, 0, 0, 238, 27, 0, 0, 20, 204, 163, 121]
[26, 0, 0, 0, 251, 27, 2, 0, 13, 204, 137, 103]
[25, 0, 0, 0, 16, 28, 1, 0, 16, 203, 153, 121]
[27, 0, 0, 0, 181, 28, 1, 0, 15, 165, 137, 103]
[26, 0, 0, 0, 62, 29, 6, 0, 20, 204, 163, 121]
[28, 0, 0, 0, 83, 29, 5, 0, 18, 204, 137, 103]
[26, 0, 0, 0, 101, 29, 1, 0, 15, 204, 153, 121]
[27, 0, 0, 0, 143, 30, 2, 0, 21, 202, 163, 121]
[29, 0, 0, 0, 165, 30, 2, 0, 15, 202, 137, 103]
[27, 0, 0, 0, 186, 30, 1, 0, 12, 207, 153, 121]
[29, 0, 0, 0, 230, 31, 4, 0, 25, 192, 163, 121]
[30, 0, 0, 0, 254, 31, 6, 0, 20, 204, 137, 103]
[30, 0, 0, 0, 15, 32, 1, 0, 21, 203, 153, 121]
[31, 0, 0, 0, 60, 32, 2, 0, 24, 203, 137, 103]
[31, 0, 0, 0, 57, 33, 2, 0, 11, 204, 163, 121]
[32, 0, 0, 0, 85, 33, 8, 0, 15, 204, 137, 103]
[31, 0, 0, 0, 95, 33, 7, 0, 21, 204, 153, 121]
[32, 0, 0, 0, 140, 34, 0, 0, 24, 195, 163, 121]
[33, 0, 0, 0, 173, 34, 0, 0, 14, 195, 137, 103]
[32, 0, 0, 0, 178, 34, 5, 0, 23, 204, 153, 121]
[34, 0, 0, 0, 229, 35, 4, 0, 15, 206, 163, 121]
[34, 0, 0, 0, 2, 36, 0, 0, 23, 206, 137, 103]
[34, 0, 0, 0, 5, 36, 3, 0, 15, 204, 153, 121]
[35, 0, 0, 0, 184, 36, 6, 0, 19, 204, 137, 103]
[35, 0, 0, 0, 54, 37, 0, 0, 25, 192, 163, 121]
[36, 0, 0, 0, 84, 37, 8, 0, 26, 192, 137, 103]
[35, 0, 0, 0, 94, 37, 7, 0, 20, 201, 153, 121]
[36, 0, 0, 0, 141, 38, 2, 0, 14, 205, 163, 121]
[37, 0, 0, 0, 172, 38, 0, 0, 24, 205, 137, 103]
[36, 0, 0, 0, 177, 38, 5, 0, 17, 201, 153, 121]
[37, 0, 0, 0, 224, 39, 0, 0, 16, 206, 163, 121]
[38, 0, 0, 0, 1, 40, 0, 0, 17, 204, 137, 103]
[39, 0, 0, 0, 6, 40, 5, 0, 25, 204, 153, 121]
[39, 0, 0, 0, 31, 41, 0, 0, 21, 165, 137, 103]
[40, 0, 0, 0, 50, 41, 8, 0, 23, 198, 163, 121]
[40, 0, 0, 0, 88, 41, 2, 0, 19, 198, 137, 103]
[40, 0, 0, 0, 94, 41, 8, 0, 20, 201, 153, 121]
[41, 0, 0, 0, 131, 42, 4, 0, 18, 206, 163, 121]
[41, 0, 0, 0, 174, 42, 3, 0, 20, 206, 137, 103]
[41, 0, 0, 0, 183, 42, 1, 0, 22, 204, 153, 121]
[43, 0, 0, 0, 216, 43, 4, 0, 19, 204, 163, 121]
[42, 0, 0, 0, 4, 44, 4, 0, 26, 204, 137, 103]
[43, 0, 0, 0, 7, 44, 7, 0, 22, 204, 153, 121]
[43, 0, 0, 0, 3, 45, 6, 0, 18, 204, 137, 103]
[44, 0, 0, 0, 41, 45, 0, 0, 11, 204, 163, 121]
[44, 0, 0, 0, 92, 45, 7, 0, 24, 204, 137, 103]
[44, 0, 0, 0, 97, 45, 1, 0, 17, 201, 153, 121]
[45, 0, 0, 0, 130, 46, 4, 0, 23, 198, 163, 121]
[45, 0, 0, 0, 178, 46, 8, 0, 23, 204, 153, 121]
[45, 0, 0, 0, 181, 46, 0, 0, 15, 204, 137, 103]
[47, 0, 0, 0, 215, 47, 4, 0, 22, 201, 163, 121]
[48, 0, 0, 0, 226, 47, 4, 0, 23, 198, 163, 121]
[46, 0, 0, 0, 236, 47, 3, 0, 24, 204, 153, 121]
[47, 0, 0, 0, 11, 48, 1, 0, 13, 206, 153, 121]
[46, 0, 0, 0, 12, 48, 2, 0, 24, 204, 137, 103]
[49, 0, 0, 0, 46, 49, 6, 0, 20, 204, 163, 121]
[47, 0, 0, 0, 95, 49, 0, 0, 21, 204, 137, 103]
[49, 0, 0, 0, 96, 49, 1, 0, 16, 202, 153, 121]
[48, 0, 0, 0, 107, 49, 1, 0, 13, 202, 137, 103]
[50, 0, 0, 0, 127, 50, 2, 0, 21, 202, 163, 121]
[49, 0, 0, 0, 181, 50, 1, 0, 15, 202, 137, 103]
[52, 0, 0, 0, 212, 51, 2, 0, 26, 192, 163, 121]
[50, 0, 0, 0, 6, 52, 8, 0, 25, 192, 137, 103]
[53, 0, 0, 0, 43, 53, 4, 0, 13, 204, 163, 121]
[51, 0, 0, 0, 50, 53, 0, 0, 23, 204, 137, 103]
[52, 0, 0, 0, 87, 53, 4, 0, 22, 204, 137, 103]
[53, 0, 0, 0, 91, 53, 8, 0, 13, 206, 153, 121]
[54, 0, 0, 0, 124, 54, 0, 0, 24, 195, 163, 121]
[54, 0, 0, 0, 173, 54, 5, 0, 14, 204, 153, 121]
[53, 0, 0, 0, 176, 54, 8, 0, 16, 204, 137, 103]
[56, 0, 0, 0, 211, 55, 2, 0, 18, 206, 163, 121]
[57, 0, 0, 0, 222, 55, 2, 0, 20, 204, 163, 121]
[55, 0, 0, 0, 232, 55, 1, 0, 19, 201, 153, 121]
[54, 0, 0, 0, 1, 56, 4, 0, 17, 201, 137, 103]
[56, 0, 0, 0, 4, 56, 7, 0, 26, 204, 153, 121]
[57, 0, 0, 0, 46, 56, 5, 0, 20, 201, 153, 121]
[55, 0, 0, 0, 240, 56, 1, 0, 16, 201, 137, 103]
[58, 0, 0, 0, 40, 57, 2, 0, 19, 204, 163, 121]
[56, 0, 0, 0, 85, 57, 3, 0, 15, 204, 137, 103]
[58, 0, 0, 0, 87, 57, 5, 0, 22, 204, 153, 121]
[59, 0, 0, 0, 127, 58, 4, 0, 21, 202, 163, 121]
[59, 0, 0, 0, 172, 58, 5, 0, 24, 204, 153, 121]
[57, 0, 0, 0, 174, 58, 7, 0, 20, 204, 137, 103]
[61, 0, 0, 0, 210, 59, 2, 0, 23, 198, 163, 121]
[61, 0, 0, 0, 1, 60, 5, 0, 17, 201, 153, 121]
[58, 0, 0, 0, 3, 60, 7, 0, 18, 201, 137, 103]
[62, 0, 0, 0, 39, 61, 2, 0, 22, 201, 163, 121]
[62, 0, 0, 0, 82, 61, 1, 0, 23, 204, 153, 121]
[59, 0, 0, 0, 92, 61, 0, 0, 24, 204, 137, 103]
[60, 0, 0, 0, 110, 61, 7, 0, 20, 204, 137, 103]
[63, 0, 0, 0, 122, 62, 0, 0, 12, 204, 163, 121]
[63, 0, 0, 0, 167, 62, 1, 0, 22, 204, 153, 121]
[61, 0, 0, 0, 172, 62, 6, 0, 24, 204, 137, 103]
[65, 0, 0, 0, 207, 63, 0, 0, 21, 202, 163, 121]
[62, 0, 0, 0, 254, 63, 3, 0, 20, 201, 137, 103]
[66, 0, 0, 0, 0, 64, 5, 0, 16, 203, 153, 121]
[67, 0, 0, 0, 36, 65, 0, 0, 26, 192, 163, 121]
[63, 0, 0, 0, 80, 65, 0, 0, 16, 192, 137, 103]
[67, 0, 0, 0, 87, 65, 7, 0, 22, 204, 153, 121]
[64, 0, 0, 0, 206, 65, 5, 0, 20, 204, 137, 103]
[68, 0, 0, 0, 121, 66, 0, 0, 11, 204, 163, 121]
[65, 0, 0, 0, 165, 66, 0, 0, 15, 204, 137, 103]
[68, 0, 0, 0, 168, 66, 3, 0, 19, 201, 153, 121]
[70, 0, 0, 0, 210, 67, 4, 0, 23, 198, 163, 121]
[66, 0, 0, 0, 247, 67, 8, 0, 22, 198, 137, 103]
[70, 0, 0, 0, 251, 67, 1, 0, 13, 206, 153, 121]
[71, 0, 0, 0, 39, 69, 4, 0, 22, 201, 163, 121]
[67, 0, 0, 0, 76, 69, 8, 0, 24, 201, 137, 103]
[71, 0, 0, 0, 80, 69, 1, 0, 16, 203, 153, 121]
[68, 0, 0, 0, 234, 69, 1, 0, 12, 203, 137, 103]
[72, 0, 0, 0, 124, 70, 4, 0, 24, 195, 163, 121]
[69, 0, 0, 0, 157, 70, 4, 0, 14, 195, 137, 103]
