(43, 47235, 14, 19, 18, 44, 19, 0, 80, 19, 18, 0, 0, 0, 1, 0, 0, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 30, 27, 44, 29, 0, 80, 29, 27, 0, 0, 0, 1, 0, 0, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 40, 0, 80, 39, 37, 0, 2, 2, 1, 1, 1, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 40, 36)
(43, 47235, 80, 49, 47, 0, 4, 4, 1, 1, 1, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 49, 45, 44, 49, 0)
(43, 47235, 44, 60, 0, 80, 59, 57, 0, 8, 8, 1, 2, 2, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 60, 55)
(43, 47235, 44, 66, 0, 80, 69, 67, 0, 12, 12, 1, 2, 2, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 69, 64)
(43, 47235, 44, 75, 0, 80, 78, 76, 0, 16, 16, 1, 2, 2, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 78, 73)
(43, 47235, 44, 81, 0, 80, 89, 87, 0, 20, 20, 1, 2, 2, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 89, 83)
(43, 47235, 14, 99, 93, 44, 91, 0, 80, 100, 98, 0, 24, 24, 1, 3, 3, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 94, 0, 80, 110, 108, 0, 27, 27, 1, 4, 4, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 109, 103)
(43, 47235, 44, 102, 0, 80, 120, 118, 0, 30, 30, 1, 5, 5, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 118, 112)
(43, 47235, 14, 129, 123, 44, 112, 0, 80, 131, 128, 0, 34, 34, 1, 5, 5, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 137, 131, 44, 116, 0, 80, 140, 136, 0, 37, 37, 1, 6, 6, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 128, 1, 80, 151, 147, 0, 40, 40, 1, 7, 7, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 148, 140)
(43, 47235, 80, 162, 158, 0, 43, 43, 1, 7, 7, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 157, 149, 44, 138, 1)
(43, 47235, 44, 148, 1, 80, 171, 167, 0, 47, 47, 1, 7, 7, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 167, 159)
(43, 47235, 80, 182, 178, 0, 50, 50, 1, 8, 8, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 177, 168, 44, 150, 1)
(43, 47235, 80, 200, 196, 0, 56, 56, 1, 9, 9, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 195, 186, 44, 164, 1)
(43, 47235, 14, 204, 195, 44, 167, 1, 80, 209, 205, 0, 61, 61, 1, 9, 9, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 177, 1, 80, 218, 214, 0, 64, 64, 1, 9, 9, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 213, 203)
(43, 47235, 44, 182, 1, 80, 229, 225, 0, 68, 68, 1, 10, 10, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 223, 213)
(43, 47235, 44, 193, 1, 80, 240, 235, 0, 72, 72, 1, 10, 10, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 234, 224)
(43, 47235, 14, 245, 235, 44, 198, 1, 80, 251, 246, 0, 76, 76, 1, 10, 10, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 255, 245, 44, 208, 1, 80, 262, 257, 0, 80, 80, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 264, 254, 44, 214, 1, 80, 271, 265, 0, 83, 83, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 272, 261, 44, 221, 1, 80, 280, 274, 0, 87, 87, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 231, 1, 80, 289, 283, 0, 90, 90, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 281, 270)
(43, 47235, 44, 237, 1, 80, 300, 293, 0, 95, 95, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 291, 280)
(43, 47235, 14, 303, 291, 44, 248, 1, 80, 312, 305, 0, 99, 99, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 80, 323, 316, 0, 102, 102, 1, 11, 11, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 312, 300, 44, 258, 1)
(43, 47235, 80, 333, 326, 0, 105, 105, 1, 12, 12, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 322, 310, 44, 268, 1)
(43, 47235, 14, 332, 319, 44, 272, 1, 80, 342, 335, 0, 109, 109, 1, 13, 13, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 14, 342, 329, 44, 283, 1, 80, 353, 346, 0, 113, 113, 1, 14, 14, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(43, 47235, 44, 288, 1, 80, 362, 355, 0, 116, 116, 1, 14, 14, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 352, 339)
(43, 47235, 44, 298, 1, 80, 373, 365, 0, 120, 120, 1, 15, 15, 2, 1, 1, 3, 0, 0, 4, 0, 0, 14, 362, 349)
